Company Name,SCM Practices,Supplier Count,Inventory Turnover Ratio,Lead Time (days),Order Fulfillment Rate (%),Customer Satisfaction (%),Technology Utilized,Environmental Impact Score,Supply Chain Agility,Supplier Lead Time Variability (days),Inventory Accuracy (%),Transportation Cost Efficiency (%),Supply Chain Integration Level,Sustainability Practices,Supply Chain Complexity Index,Cost of Goods Sold (COGS),Operational Efficiency Score,Revenue Growth Rate out of (15),Supply Chain Risk (%),Supplier Collaboration Level,Supply Chain Resilience Score,Supplier Relationship Score,Total Implementation Cost,Carbon Emissions (kg CO2e),Recycling Rate (%),Energy Consumption (MWh),Use of Renewable Energy (%),Green Packaging Usage (%),Ticker,Market Cap,Exchange,US Exchange
Greenball,Lean Manufacturing,400.0,5.0,12.0,89.0,89.0,"ERP, AI, Robotics",,High,4.0,97.0,85.0,High,Advanced,Medium,$400B,85.0,10.0,10.0,Medium,85.0,80.0,21900339,480000,68,280000,58,43,,,,False
Doublestar,Agile SCM,300.0,5.8,8.0,94.0,90.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,Medium,$600B,85.0,12.0,7.0,High,90.0,85.0,3331069,481000,69,280500,59,44,000599.SZ,,SHZ,False
Aelous,Lean Manufacturing,150.0,4.0,11.0,90.0,90.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$400B,80.0,9.0,10.0,High,87.0,80.0,7468811,482000,70,281000,60,45,,,,False
Double Coin,Agile SCM,500.0,4.0,9.0,93.0,91.0,"ERP, AI, Blockchain",,High,2.0,97.0,88.0,High,Advanced,Medium,$700B,80.0,10.0,7.0,High,90.0,85.0,87349432,483000,60,281500,61,46,,351225472.0,,False
Blue Diamond,Lean Manufacturing,1200.0,6.0,5.0,93.0,87.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$500B,85.0,11.0,5.0,High,90.0,85.0,98208176,484000,61,282000,62,47,BLDV,974117.0,PNK,False
Bridgestone,Vendor Managed Inventory,359.0,4.5,10.0,92.0,93.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$800B,85.0,10.0,8.0,High,90.0,85.0,31530804,485000,62,282500,63,48,5108N.MX,,MEX,False
Michelin,Efficient Consumer Response,459.0,6.5,10.0,92.0,85.0,"ERP, AI, Blockchain",,High,4.0,98.0,85.0,High,Advanced,Medium,$500B,82.0,12.0,8.0,High,89.0,85.0,55860632,486000,63,283000,64,49,ML.PA,23538966528.0,PAR,False
Goodyear,Sustainable SCM,876.0,6.0,8.0,94.0,92.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,Medium,$700B,81.0,12.0,7.0,High,90.0,85.0,77498464,487000,64,283500,65,50,GT,2506151936.0,NMS,True
Continental,Lean Manufacturing,655.0,4.2,20.0,89.0,89.0,"ERP, AI, Blockchain",,Medium,5.0,96.0,85.0,Medium,Advanced,Medium,$900B,85.0,9.0,12.0,Medium,85.0,80.0,48978080,488000,65,284000,50,51,AC.MX,365518422016.0,MEX,False
Pirelli,Agile SCM,4444.0,4.5,7.0,98.0,89.0,"ERP, AI, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,$1200B,85.0,12.0,3.0,High,95.0,90.0,1748015,489000,66,284500,51,52,0P1R.IL,5815008768.0,IOB,False
Yokohama,Lean Manufacturing,433.0,10.0,18.0,87.0,85.0,"ERP, AI, Robotics",,Medium,6.0,95.0,85.0,Medium,Advanced,Medium,$500B,85.0,9.0,15.0,Medium,85.0,80.0,85218478,490000,67,285000,52,53,8045.T,6201272832.0,JPX,False
Hankook,Agile SCM,12000.0,6.2,9.0,93.0,85.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$900B,85.0,11.0,8.0,High,91.0,85.0,67201058,491000,68,285500,53,54,161390.KS,4788068024320.0,KSC,False
Toyo,Demand-Driven SCM,300.0,4.2,15.0,91.0,88.0,"ERP, AI, Blockchain",,Medium,5.0,95.0,85.0,Medium,Advanced,Medium,$300B,85.0,10.0,10.0,Medium,85.0,80.0,57399770,492000,69,286000,54,55,TOYO,142116880.0,NCM,False
Cooper,Lean Manufacturing,200.0,5.0,12.0,91.0,89.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,80.0,11.0,10.0,High,88.0,85.0,21970759,493000,70,286500,55,56,COOP,6644999680.0,NCM,False
Kumho,Agile SCM,20000.0,6.0,10.0,90.0,88.0,"ERP, AI, Blockchain",,High,5.0,96.0,85.0,High,Advanced,Medium,$350B,80.0,11.0,8.0,High,87.0,85.0,36810848,494000,60,287000,56,57,011785.KS,2909891198976.0,KSC,False
General Tire,Vendor Managed Inventory,500.0,5.0,12.0,88.0,90.0,"AI, ERP, Blockchain",,Medium,4.0,97.0,80.0,Medium,Advanced,Medium,$400B,85.0,8.0,15.0,Medium,80.0,78.0,12984809,495000,61,287500,57,58,,351225472.0,,False
Uniroyal,Vendor Managed Inventory,100.0,5.2,12.0,89.0,91.0,"ERP, AI, Robotics",,High,4.0,97.0,85.0,High,Advanced,Medium,$400B,85.0,10.0,10.0,Medium,85.0,80.0,36253448,496000,62,288000,58,59,UNIR,2989.0,OEM,False
BFGoodrich,Agile SCM,200.0,4.2,12.0,90.0,87.0,"ERP, AI, Blockchain",,High,4.0,97.0,85.0,High,Advanced,Medium,$700B,82.0,9.0,8.0,High,88.0,85.0,56224958,497000,63,288500,59,60,,351225472.0,,False
Firestone,Agile SCM,20000.0,4.2,14.0,90.0,89.0,"ERP, AI, Blockchain",,Medium,4.0,97.0,85.0,Medium,Advanced,Medium,$800B,81.0,9.0,12.0,Medium,85.0,85.0,70721465,498000,64,289000,60,40,FV-H.V,2816040.0,VAN,False
Dunlop,Sustainable SCM,400.0,5.8,10.0,92.0,90.0,"ERP, AI, Blockchain",,High,2.0,97.0,85.0,High,Advanced,Medium,$800B,85.0,11.0,8.0,High,88.0,85.0,100706882,499000,65,289500,61,41,WD,2854008064.0,NYQ,True
Falken,Vendor Managed Inventory,1500.0,4.0,10.0,94.0,88.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,High,$500B,85.0,12.0,7.0,High,90.0,85.0,49913225,500000,66,290000,62,42,FLKI,5775.0,OEM,False
Sumitomo,Just-In-Time,200.0,10.0,14.0,88.0,89.0,"ERP, AI, Robotics",,High,5.0,97.0,85.0,Medium,Advanced,Medium,$500B,85.0,10.0,10.0,Medium,85.0,80.0,6200647,501000,67,290500,63,43,SMFG,101715230720.0,NYQ,True
Giti,Vendor Managed Inventory,500.0,4.0,8.0,94.0,92.0,"ERP, AI, Blockchain",,High,2.0,98.0,85.0,High,Advanced,Medium,$800B,85.0,10.0,5.0,High,90.0,85.0,102512693,502000,68,291000,64,44,600182.SS,5317600256.0,SHH,False
Linglong,Lean Manufacturing,300.0,6.0,11.0,91.0,88.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$600B,85.0,11.0,10.0,High,88.0,85.0,88409750,503000,69,291500,65,45,601966.SS,26050299904.0,SHH,False
Sailun,Lean Manufacturing,500.0,5.2,10.0,90.0,89.0,"ERP, AI, Blockchain",,High,3.0,98.0,88.0,High,Advanced,Low,$700B,80.0,11.0,8.0,High,88.0,85.0,48840102,504000,70,292000,50,46,601058.SS,47776092160.0,SHH,False
Triangle,Lean Manufacturing,250.0,6.0,11.0,90.0,92.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$600B,80.0,10.0,8.0,High,88.0,85.0,55848858,505000,60,292500,51,47,HCTI,2721029.0,NCM,False
Westlake,Vendor Managed Inventory,300.0,50.0,10.0,93.0,89.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,Medium,$800B,85.0,10.0,8.0,High,90.0,85.0,65293687,506000,61,293000,52,48,WLK,12710158336.0,NYQ,True
Goodride,Agile SCM,250.0,6.2,11.0,90.0,85.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$400B,85.0,9.0,10.0,High,87.0,80.0,77264089,507000,62,293500,53,49,,351225472.0,,False
Nexen,Vendor Managed Inventory,10000.0,4.2,12.0,91.0,88.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,82.0,11.0,10.0,High,88.0,85.0,73706384,508000,63,294000,54,50,002355.KS,517534875648.0,KSC,False
Nitto,Agile SCM,100.0,10.0,2.0,98.0,85.0,"AI, Robotics, Blockchain",,High,1.0,99.0,88.0,High,Advanced,High,"$1,500B",81.0,20.0,5.0,High,90.0,85.0,56877184,509000,64,294500,55,51,6145.T,35431620608.0,JPX,False
Mickey Thompson,Agile SCM,75000.0,5.2,12.0,91.0,90.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,85.0,11.0,10.0,High,88.0,85.0,17864558,510000,65,295000,56,52,,351225472.0,,False
Dick Cepek,Lean Manufacturing,70000.0,3.5,18.0,87.0,90.0,"ERP, AI, Robotics",,Medium,6.0,95.0,85.0,Medium,Advanced,Medium,$500B,85.0,9.0,15.0,Medium,85.0,80.0,74815223,511000,66,295500,57,53,,351225472.0,,False
Interco,Lean Manufacturing,100.0,8.2,12.0,89.0,88.0,"ERP, AI, Robotics",,High,4.0,97.0,85.0,High,Advanced,Medium,$400B,85.0,10.0,10.0,Medium,85.0,80.0,17750765,512000,67,296000,58,54,NCT,184093744.0,NCM,False
TBC Brands,Agile SCM,200.0,5.2,18.0,88.0,90.0,"ERP, JIT, Robotics",,High,5.0,95.0,85.0,High,Advanced,Medium,$700B,85.0,10.0,12.0,Medium,85.0,80.0,85871669,513000,68,296500,59,55,,351225472.0,,False
Multi-Mile,Lean Manufacturing,500.0,7.0,11.0,91.0,90.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$600B,85.0,11.0,10.0,High,88.0,85.0,58720661,514000,69,297000,60,56,,351225472.0,,False
Vanderbilt,Vendor Managed Inventory,300.0,5.5,10.0,92.0,85.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$900B,80.0,11.0,8.0,High,91.0,85.0,100952087,515000,70,297500,61,57,,351225472.0,,False
Delta,Lean Manufacturing,300.0,6.0,10.0,90.0,88.0,"ERP, AI, Blockchain",,High,3.0,98.0,88.0,High,Advanced,Low,$700B,80.0,11.0,8.0,High,88.0,85.0,17310853,516000,60,298000,62,58,DAL,28318973952.0,NYQ,True
American Omni Trading,Demand-Driven SCM,500.0,6.0,10.0,92.0,94.0,"ERP, AI, Blockchain",,High,2.0,97.0,85.0,High,Advanced,Medium,$800B,85.0,11.0,8.0,High,88.0,85.0,17569188,517000,61,298500,63,59,,351225472.0,,False
Gladiator,Lean Manufacturing,400.0,10.0,10.0,92.0,91.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$800B,85.0,10.0,8.0,High,90.0,85.0,52187216,518000,62,299000,64,60,GLA.XA,,CXA,False
Ironman,Sustainable SCM,150.0,8.3,20.0,88.0,89.0,"ERP, AI, Robotics",,Medium,5.0,96.0,85.0,Medium,Advanced,Medium,$800B,82.0,10.0,12.0,Medium,85.0,80.0,11726299,519000,63,299500,65,40,,351225472.0,,False
O'Reilly Auto Parts,Lean Manufacturing,100.0,6.0,18.0,90.0,87.0,"ERP, AI, Robotics",,High,5.0,97.0,85.0,High,Advanced,Medium,$900B,81.0,11.0,10.0,Medium,85.0,85.0,2503772,520000,64,300000,50,41,,351225472.0,,False
AutoZone,Vendor Managed Inventory,200.0,5.0,7.0,98.0,91.0,"AI, ERP, Blockchain",,High,1.0,98.0,92.0,High,Advanced,High,$1500B,85.0,12.0,3.0,High,95.0,90.0,102197323,521000,65,300500,51,42,AZO,63083929600.0,NYQ,True
Advance Auto Parts,Lean Manufacturing,150.0,7.5,10.0,93.0,89.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,Medium,$800B,85.0,10.0,8.0,High,90.0,85.0,1043234,522000,66,301000,52,43,AAP,2330499328.0,NYQ,True
NAPA Auto Parts,Vendor Managed Inventory,20000.0,6.0,12.0,91.0,88.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,85.0,11.0,10.0,High,88.0,85.0,3379570,523000,67,301500,53,44,,351225472.0,,False
Pep Boys,Agile SCM,100.0,6.0,22.0,89.0,85.0,"ERP, AI, Blockchain",,Medium,5.0,96.0,85.0,Medium,Advanced,Medium,$900B,85.0,9.0,15.0,Medium,85.0,80.0,90586460,524000,68,302000,54,45,,351225472.0,,False
Carquest,Lean Manufacturing,1300000.0,4.0,10.0,94.0,89.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,High,$500B,85.0,12.0,7.0,High,90.0,85.0,4981506,525000,69,302500,55,46,,351225472.0,,False
Meineke,Agile SCM,200.0,4.2,15.0,91.0,88.0,"ERP, AI, Blockchain",,Medium,5.0,95.0,85.0,Medium,Advanced,Medium,$300B,80.0,10.0,10.0,Medium,85.0,80.0,94015782,526000,70,303000,56,47,,351225472.0,,False
Midas,Sustainable SCM,300.0,4.5,11.0,90.0,90.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$400B,80.0,9.0,10.0,High,87.0,80.0,65732490,527000,60,303500,57,48,438740.KS,,KSC,False
Firestone Complete Auto Care,Lean Manufacturing,100.0,5.0,20.0,88.0,93.0,"ERP, AI, Robotics",,Medium,5.0,96.0,85.0,Medium,Advanced,Medium,$800B,85.0,10.0,12.0,Medium,85.0,80.0,105071546,528000,61,304000,58,49,,351225472.0,,False
Goodyear Auto Service,Agile SCM,400.0,4.5,12.0,91.0,85.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,85.0,11.0,10.0,High,88.0,85.0,86966282,529000,62,304500,59,50,,351225472.0,,False
Jiffy Lube,Lean Manufacturing,150.0,4.0,12.0,89.0,90.0,"ERP, AI, Robotics",,High,4.0,97.0,85.0,High,Advanced,Medium,$400B,82.0,10.0,10.0,Medium,85.0,80.0,107219265,530000,63,305000,60,51,,351225472.0,,False
Valvoline Instant Oil Change,Vendor Managed Inventory,150.0,5.0,11.0,91.0,88.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$600B,81.0,11.0,10.0,High,88.0,85.0,30503181,531000,64,305500,61,52,,351225472.0,,False
Monro Auto Service and Tire Centers,Agile SCM,100.0,5.8,7.0,98.0,85.0,"ERP, AI, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,$1200B,85.0,12.0,3.0,High,95.0,90.0,48487261,532000,65,306000,62,53,,351225472.0,,False
Big O Tires,Sustainable SCM,300.0,5.5,18.0,88.0,94.0,"ERP, JIT, Robotics",,High,5.0,95.0,85.0,High,Advanced,Medium,$700B,85.0,10.0,12.0,Medium,85.0,80.0,107665884,533000,66,306500,63,54,,351225472.0,,False
Les Schwab Tire Centers,Vendor Managed Inventory,150.0,4.0,12.0,91.0,91.0,"ERP, AI, Blockchain",,High,3.0,97.0,85.0,High,Advanced,Medium,$800B,85.0,11.0,10.0,High,88.0,85.0,30773483,534000,67,307000,64,55,,351225472.0,,False
Discount Tire,Just-In-Time,500.0,7.7,11.0,90.0,89.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$400B,85.0,9.0,10.0,High,87.0,80.0,38503932,535000,68,307500,65,56,,351225472.0,,False
Tire Kingdom,Lean Manufacturing,400.0,9.0,14.0,90.0,93.0,"ERP, JIT, Robotics",,High,5.0,98.0,85.0,High,Advanced,Medium,$700B,85.0,10.0,10.0,Medium,85.0,80.0,53007837,536000,69,308000,50,57,,351225472.0,,False
NTB - National Tire & Battery,Agile SCM,300.0,2.0,7.0,99.0,88.0,"AI, ERP, Blockchain",,High,2.0,98.0,92.0,High,Advanced,Low,$1200B,80.0,15.0,3.0,High,95.0,90.0,53892569,537000,70,308500,51,58,,351225472.0,,False
America's Tire,Demand-Driven SCM,300.0,1.0,10.0,93.0,93.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,Medium,$800B,80.0,10.0,8.0,High,90.0,85.0,76246547,538000,60,309000,52,59,,351225472.0,,False
Mavis Discount Tire,Agile SCM,100.0,7.0,12.0,91.0,92.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,85.0,11.0,10.0,High,88.0,85.0,108403438,539000,61,309500,53,60,,351225472.0,,False
Tuffy Tire & Auto Service,Agile SCM,300.0,8.0,7.0,98.0,89.0,"ERP, AI, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,$1200B,85.0,12.0,3.0,High,95.0,90.0,103859637,540000,62,310000,54,40,,351225472.0,,False
Precision Tune Auto Care,Agile SCM,300.0,7.0,11.0,90.0,91.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$400B,82.0,9.0,10.0,High,87.0,80.0,107944666,541000,63,310500,55,41,,351225472.0,,False
Mr. Tire Auto Service Centers,Cross-Docking,10000.0,5.2,9.0,92.0,90.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$800B,81.0,12.0,8.0,High,88.0,85.0,60779109,542000,64,311000,56,42,,351225472.0,,False
Hibdon Tires Plus,Agile SCM,20000.0,7.5,2.0,98.0,90.0,"AI, Robotics, Blockchain",,High,1.0,99.0,88.0,High,Advanced,High,"$1,500B",85.0,20.0,5.0,High,90.0,85.0,34907128,543000,65,311500,57,43,,351225472.0,,False
Tire Warehouse,Lean Manufacturing,500.0,10.5,15.0,91.0,92.0,"ERP, AI, Robotics",,High,5.0,97.0,85.0,Medium,Advanced,Medium,$800B,85.0,10.0,12.0,Medium,85.0,85.0,78110974,544000,66,312000,58,44,,351225472.0,,False
Town Fair Tire,Just-In-Time,200.0,5.8,8.0,94.0,94.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,Medium,$600B,85.0,12.0,7.0,High,90.0,85.0,27345821,545000,67,312500,59,45,,351225472.0,,False
Tire Barn Warehouse,Agile SCM,100.0,7.0,10.0,92.0,90.0,"ERP, AI, Blockchain",,High,4.0,98.0,85.0,High,Advanced,Medium,$500B,85.0,12.0,8.0,High,89.0,85.0,3584703,546000,68,313000,60,46,,351225472.0,,False
Tires Plus,Demand-Driven SCM,150.0,5.2,10.0,92.0,90.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$900B,85.0,11.0,8.0,High,91.0,85.0,90864818,547000,69,313500,61,47,,351225472.0,,False
Tire Discounters,Vendor Managed Inventory,250.0,6.0,9.0,93.0,89.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$900B,80.0,11.0,8.0,High,91.0,85.0,10192258,548000,70,314000,62,48,,351225472.0,,False
AAA Car Care,Vendor Managed Inventory,400.0,7.2,7.0,98.0,91.0,"AI, ERP, Blockchain",,High,1.0,98.0,92.0,High,Advanced,High,$1500B,80.0,12.0,3.0,High,95.0,90.0,92903550,549000,60,314500,63,49,,351225472.0,,False
Big Brand Tire & Service,Vendor Managed Inventory,200.0,6.0,2.0,98.0,90.0,"AI, ERP, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,$500B,85.0,12.0,5.0,High,90.0,85.0,80337040,550000,61,315000,64,50,,351225472.0,,False
Dunn Tire,Lean Manufacturing,20000.0,5.5,10.0,92.0,91.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$800B,85.0,10.0,8.0,High,90.0,85.0,3385358,551000,62,315500,65,51,,351225472.0,,False
Belle Tire,Lean Manufacturing,500.0,7.0,15.0,91.0,90.0,"ERP, AI, Blockchain",,Medium,5.0,95.0,85.0,Medium,Advanced,Medium,$300B,82.0,10.0,10.0,Medium,85.0,80.0,106402149,552000,63,316000,50,52,,351225472.0,,False
Sullivan Tire and Auto Service,Lean Manufacturing,200.0,4.5,3.0,97.0,89.0,"AI, Robotics, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,"$1,200B",81.0,18.0,5.0,High,90.0,88.0,82008892,553000,64,316500,51,53,,351225472.0,,False
Bruce's Tire,Lean Manufacturing,300.0,10.0,12.0,91.0,88.0,"ERP, AI, Blockchain",,High,3.0,97.0,85.0,High,Advanced,Medium,$800B,82.0,11.0,10.0,High,88.0,85.0,105243378,554000,65,317000,52,54,,351225472.0,,False
Plaza Tire Service,Agile SCM,100.0,5.0,10.0,94.0,87.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,High,$500B,81.0,12.0,7.0,High,90.0,85.0,32049004,555000,66,317500,53,55,,351225472.0,,False
Fleet Farm,Lean Manufacturing,250.0,6.0,11.0,91.0,88.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$600B,85.0,11.0,10.0,High,88.0,85.0,69739573,556000,67,318000,54,56,,351225472.0,,False
Costco Tire Center,Agile SCM,20000.0,5.0,12.0,91.0,85.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,85.0,11.0,10.0,High,88.0,85.0,73422992,557000,68,318500,55,57,,351225472.0,,False
Sam's Club Tire & Battery Center,Lean Manufacturing,150.0,4.2,10.0,90.0,85.0,"ERP, AI, Blockchain",,High,3.0,98.0,88.0,High,Advanced,Low,$700B,85.0,11.0,8.0,High,88.0,85.0,76737384,558000,69,319000,56,58,,351225472.0,,False
Sears Auto Center,Cross-Docking,1300000.0,6.5,22.0,89.0,92.0,"ERP, AI, Blockchain",,Medium,5.0,96.0,85.0,Medium,Advanced,Medium,$900B,85.0,9.0,15.0,Medium,85.0,80.0,84504548,559000,70,319500,57,59,,351225472.0,,False
Walmart Auto Care Centers,Agile SCM,200.0,7.5,18.0,90.0,88.0,"ERP, AI, Robotics",,High,5.0,97.0,85.0,High,Advanced,Medium,$900B,85.0,11.0,10.0,Medium,85.0,85.0,104157976,560000,60,320000,58,60,,351225472.0,,False
Pep Boys,Lean Manufacturing,200.0,5.8,18.0,88.0,89.0,"ERP, JIT, Robotics",,High,5.0,95.0,85.0,High,Advanced,Medium,$700B,80.0,10.0,12.0,Medium,85.0,80.0,69426201,561000,61,320500,59,40,,351225472.0,,False
O'Reilly Auto Parts,Agile SCM,500.0,5.0,18.0,87.0,90.0,"ERP, AI, Robotics",,Medium,6.0,95.0,85.0,Medium,Advanced,Medium,$500B,80.0,9.0,15.0,Medium,85.0,80.0,2667868,562000,62,321000,60,41,,351225472.0,,False
AutoZone,Sustainable SCM,150.0,5.5,10.0,93.0,90.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,Medium,$800B,85.0,10.0,8.0,High,90.0,85.0,89966607,563000,63,321500,61,42,AZO,63083929600.0,NYQ,True
Advance Auto Parts,Agile SCM,250.0,6.5,14.0,90.0,88.0,"ERP, AI, Blockchain",,Medium,4.0,97.0,85.0,Medium,Advanced,Medium,$800B,85.0,9.0,12.0,Medium,85.0,85.0,94923792,564000,64,322000,62,43,AAP,2330499328.0,NYQ,True
NAPA Auto Parts,Lean Manufacturing,300.0,6.0,8.0,94.0,91.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,Medium,$700B,82.0,12.0,7.0,High,90.0,85.0,95000617,565000,65,322500,63,44,,351225472.0,,False
Jiffy Lube,Agile SCM,100000.0,5.0,15.0,91.0,88.0,"ERP, AI, Robotics",,High,5.0,97.0,85.0,Medium,Advanced,Medium,$800B,81.0,10.0,12.0,Medium,85.0,85.0,38673355,566000,66,323000,64,45,,351225472.0,,False
Valvoline Instant Oil Change,Demand-Driven SCM,200.0,5.8,4.0,95.0,91.0,"AI, ERP, Blockchain",,High,1.0,98.0,88.0,High,Advanced,High,$300B,85.0,12.0,5.0,High,90.0,85.0,74936359,567000,67,323500,65,46,,351225472.0,,False
Meineke,Agile SCM,10000.0,4.0,15.0,95.0,89.0,"ERP, AI, Blockchain",,High,10.0,95.0,80.0,High,Advanced,Medium,$1000B,85.0,8.0,12.0,Medium,88.0,85.0,1722321,568000,68,324000,50,47,,351225472.0,,False
Firestone Complete Auto Care,Lean Manufacturing,1000000.0,4.5,12.0,89.0,90.0,"ERP, AI, Robotics",,High,4.0,97.0,85.0,High,Advanced,Medium,$400B,85.0,10.0,10.0,Medium,85.0,80.0,48515839,569000,69,324500,51,48,,351225472.0,,False
Goodyear Auto Service,Agile SCM,200.0,5.5,8.0,94.0,90.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,Medium,$600B,85.0,12.0,7.0,High,90.0,85.0,102542787,570000,70,325000,52,49,,351225472.0,,False
Midas,Lean Manufacturing,300.0,5.8,11.0,90.0,91.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$400B,85.0,9.0,10.0,High,87.0,80.0,32474984,571000,60,325500,53,50,438740.KS,,KSC,False
Big O Tires,Agile SCM,150.0,5.2,9.0,93.0,87.0,"ERP, AI, Blockchain",,High,2.0,97.0,88.0,High,Advanced,Medium,$700B,80.0,10.0,7.0,High,90.0,85.0,16845365,572000,61,326000,54,51,,351225472.0,,False
Les Schwab Tire Centers,Lean Manufacturing,100.0,4.2,5.0,93.0,93.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$500B,80.0,11.0,5.0,High,90.0,85.0,47936137,573000,62,326500,55,52,,351225472.0,,False
Discount Tire,Vendor Managed Inventory,100.0,8.2,10.0,92.0,85.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$800B,85.0,10.0,8.0,High,90.0,85.0,86117866,574000,63,327000,56,53,,351225472.0,,False
Tire Kingdom,Efficient Consumer Response,300.0,4.2,10.0,92.0,92.0,"ERP, AI, Blockchain",,High,4.0,98.0,85.0,High,Advanced,Medium,$500B,85.0,12.0,8.0,High,89.0,85.0,71709885,575000,64,327500,57,54,,351225472.0,,False
NTB - National Tire & Battery,Sustainable SCM,400.0,5.0,8.0,94.0,89.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,Medium,$700B,82.0,12.0,7.0,High,90.0,85.0,25050091,576000,65,328000,58,55,,351225472.0,,False
America's Tire,Lean Manufacturing,400.0,5.8,20.0,89.0,89.0,"ERP, AI, Blockchain",,Medium,5.0,96.0,85.0,Medium,Advanced,Medium,$900B,81.0,9.0,12.0,Medium,85.0,80.0,29264327,577000,66,328500,59,56,,351225472.0,,False
Mavis Discount Tire,Agile SCM,300.0,4.0,7.0,98.0,85.0,"ERP, AI, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,$1200B,85.0,12.0,3.0,High,95.0,90.0,69019570,578000,67,329000,60,57,,351225472.0,,False
Tuffy Tire & Auto Service,Lean Manufacturing,150.0,4.0,18.0,87.0,85.0,"ERP, AI, Robotics",,Medium,6.0,95.0,85.0,Medium,Advanced,Medium,$500B,85.0,9.0,15.0,Medium,85.0,80.0,65541802,579000,68,329500,61,58,,351225472.0,,False
Precision Tune Auto Care,Agile SCM,500.0,6.0,9.0,93.0,88.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$900B,85.0,11.0,8.0,High,91.0,85.0,26063246,580000,69,330000,62,59,,351225472.0,,False
Mr. Tire Auto Service Centers,Demand-Driven SCM,300.0,4.5,15.0,91.0,89.0,"ERP, AI, Blockchain",,Medium,5.0,95.0,85.0,Medium,Advanced,Medium,$300B,85.0,10.0,10.0,Medium,85.0,80.0,529526,581000,70,330500,63,60,,351225472.0,,False
